"","ID","Type","Date","Season","Latitude","Longitude","Half","Two","TwoVeg","DeadVegManual","SR","IP","BS","WO","SL","Viewshed","Pioneer_Builders","Secondary_Stabilizers","Pioneer_Stabilizers","NonVeg","PairID","Object","Object_Type","Viewshed_sc","SeasonN","Outcome","PointID"
"22",43,"Nest",2024-06-14,"Nesting",36.73657,-121.80362,10,10,7,0,2,0,0,2,0,330,2,6,0,2,"sx 43","Present","Vegetation",0.916666666666667,1,1,"sx 43Nest"
"23",53,"Nest",2024-06-14,"Nesting",36.736355,-121.804043,5,1,0.85,0,0.85,0,0,0.15,0,360,0.85,0,0,0.15,"sx 53","Absent","None",1,1,1,"sx 53Nest"
"24",44,"Nest",2024-06-14,"Nesting",36.73729,-121.80318,5,1,0.7,0.7,0.1,0.6,0,0.3,0,360,0.1,0.6,0,0.3,"sx 44","Present","Non-veg Wood or Shell",1,1,1,"sx 44Nest"
"25",34,"Nest",2024-06-14,"Nesting",36.73767,-121.80446,5,1,0.6,0.12,0.4,0.2,0,0.4,0,320,0.4,0.2,0,0.4,"sx 34","Present","Non-veg Wood or Shell",0.888888888888889,1,1,"sx 34Nest"
"26",30,"Nest",2024-06-14,"Nesting",36.739069,-121.803121,20,5,4,0,0,0,0,1,0,360,0,4,0,1,"sx 30","Present","Non-veg Wood or Shell",1,1,1,"sx 30Nest"
"27",46,"Nest",2024-06-14,"Nesting",36.73925,-121.80334,15,10,9.5,0.475,4,0.5,2.5,0.5,0,360,4,3,2.5,0.5,"sx 46","Present","Vegetation",1,1,1,"sx 46Nest"
"28",48,"Nest",2024-06-14,"Nesting",36.73925,-121.80423,30,15,10,0,5.25,0,7.5,3,0,270,5.25,0,7.5,3,"sx 48","Present","Non-veg Wood or Shell",0.75,1,1,"sx 48Nest"
"29",28,"Nest",2024-06-14,"Nesting",36.73979,-121.80403,30,25,25,0,2.5,0,22.5,0,0,360,2.5,0,22.5,0,"sx 28","Present","Vegetation",1,1,1,"sx 28Nest"
"30",49,"Nest",2024-06-14,"Nesting",36.74095,-121.80361,10,1,0.45,0.45,0,0.45,0,0.45,0,360,0,0.45,0,0.55,"sx 49","Present","Non-veg Wood or Shell",1,1,1,"sx 49Nest"
"31",50,"Nest",2024-06-14,"Nesting",36.74178,-121.80435,5,1,0.2,0.2,0,0.2,0,0,0.6,330,0,0.2,0,0.8,"sx 50","Present","Non-veg Wood or Shell",0.916666666666667,1,1,"sx 50Nest"
"32",52,"Nest",2024-06-14,"Nesting",36.7384,-121.80374,10,25,20,0,10,0,0,2.5,0,300,10,13.75,0,2.5,"sx 52","Present","Vegetation",0.833333333333333,1,1,"sx 52Nest"
"33",45,"Nest",2024-06-14,"Nesting",36.73809,-121.8045,1,1,0,0,0,0,0,0,0,345,0,0,0,1,"sx 45","Absent","None",0.958333333333333,1,1,"sx 45Nest"
"34",62,"Nest",2024-07-10,"Nesting",36.73811,-121.80464,10,5,2.5,0,0,2.5,0,0,2.5,345,0,2.5,0,2.5,"sx 62","Present","Vegetation",0.958333333333333,1,1,"sx 62Nest"
"35",64,"Nest",2024-07-10,"Nesting",36.73952,-121.80414,15,5,3,0.9,2,1,0,2,0,360,2,1,0,2,"sx 64","Present","Vegetation",1,1,1,"sx 64Nest"
"36",58,"Nest",2024-07-10,"Nesting",36.74081,-121.80441,10,5,0,0,0,0,0,0,5,240,0,0,0,5,"sx 58","Present","Non-veg Wood or Shell",0.666666666666667,1,1,"sx 58Nest"
"37",59,"Nest",2024-07-10,"Nesting",36.74217,-121.80388,10,5,0,0,0,0,0,3,2,345,0,0,0,5,"sx 59","Present","Non-veg Wood or Shell",0.958333333333333,1,1,"sx 59Nest"
"38",57,"Nest",2024-07-10,"Nesting",36.74243,-121.80287,10,5,3.5,0.35,3.5,0,0,1.5,0,360,3.5,0,0,1.5,"sx 57","Present","Non-veg Wood or Shell",1,1,1,"sx 57Nest"
"39",65,"Nest",2024-07-10,"Nesting",36.74492,-121.80485,10,5,0.75,0.75,0,0.75,0,3,0.75,360,0,0.75,0,4.25,"sx 65","Present","Non-veg Wood or Shell",1,1,1,"sx 65Nest"
"40",63,"Nest",2024-07-10,"Nesting",36.744688,-121.80453,15,10,10,8,2,8,0,0,0,300,2,8,0,0,"sx 63","Present","Vegetation",0.833333333333333,1,1,"sx 63Nest"
"41",56,"Nest",2024-07-10,"Nesting",36.745018,-121.803261,20,15,15,0,0,0,0,0,0,360,0,15,0,0,"sx 56","Present","Vegetation",1,1,1,"sx 56Nest"
"42",61,"Nest",2024-07-24,"Nesting",36.73615,-121.8045,5,5,4.5,0.9,3,0,0,0.5,0,315,3,1.5,0,0.5,"sx 61","Present","Non-veg Wood or Shell",0.875,1,1,"sx 61Nest"
"43",54,"Nest",2024-07-24,"Nesting",36.736475,-121.804451,10,5,2.75,0.275,2.25,0.5,0,2.25,0,285,2.25,0.5,0,2.25,"sx 54","Absent","None",0.791666666666667,1,1,"sx 54Nest"
"44",60,"Nest",2024-07-30,"Nesting",36.7354,-121.80496,10,5,3.3333333337,1.66666666685,1.666666667,1.6666666667,0,1.6666667,0,360,1.666666667,1.6666666667,0,1.6666667,"sx 60","Present","Vegetation",1,1,1,"sx 60Nest"
"45",6,"Nest",2024-10-07,"Fall",36.73584,-121.80467,5,1,0.6,0.6,0,0.6,0,0.4,0,300,0,0.6,0,0.4,"sx 6","Present","Vegetation",0.833333333333333,2,1,"sx 6Nest"
"46",3,"Nest",2024-10-07,"Fall",36.73632,-121.80431,5,10,5,3,4,1,0,2.5,0,360,4,1,0,5,"sx 3","Present","Vegetation",1,2,1,"sx 3Nest"
"47",12,"Nest",2024-10-09,"Fall",36.73862,-121.80415,20,25,25,12.5,5,0,17.5,0,0,360,5,5,17.5,0,"sx 12","Present","Vegetation",1,2,1,"sx 12Nest"
"48",20,"Nest",2024-10-10,"Fall",36.74001,-121.803616,40,25,25,7.5,2.5,0,17.5,0,0,345,2.5,5,17.5,0,"sx 20","Present","Vegetation",0.958333333333333,2,1,"sx 20Nest"
"49",9,"Nest",2024-10-09,"Fall",36.7394,-121.80366,10,5,2,1.8,0.5,1.5,0,1.5,0,315,0.5,1.5,0,3,"sx 9","Absent","None",0.875,2,1,"sx 9Nest"
"50",8,"Nest",2024-10-09,"Fall",36.73906,-121.80362,10,5,0.5,0.5,0,0.5,0,4.5,0,360,0,0.5,0,4.5,"sx 8","Present","Non-veg Wood or Shell",1,2,1,"sx 8Nest"
"51",1,"Nest",2024-10-10,"Fall",36.74317,-121.80336,10,5,4.5,1.8,3,1.5,0,0.5,0,360,3,1.5,0,0.5,"sx 1","Present","Vegetation",1,2,1,"sx 1Nest"
"52",19,"Nest",2024-10-10,"Fall",36.74412,-121.80419,15,15,12,3.6,6,0,6,3,0,315,6,0,6,3,"sx 19","Present","Non-veg Wood or Shell",0.875,2,1,"sx 19Nest"
"53",10,"Nest",2024-10-10,"Fall",36.74743,-121.8044,35,25,20,3,2.5,0,8.75,8.75,0,360,2.5,0,8.75,13.75,"sx 10","Present","Vegetation",1,2,1,"sx 10Nest"
"54",40,"Nest",2024-10-10,"Fall",36.74774,-121.80337,25,15,13,6.5,0,0,12.75,1.5,0.75,285,0,0,12.75,2.25,"sx 40","Present","Vegetation",0.791666666666667,2,1,"sx 40Nest"
"55",36,"Nest",2024-10-10,"Fall",36.74445,-121.80415,20,20,14,5.6,8,6,0,6,0,360,8,6,0,6,"sx 36","Present","Vegetation",1,2,1,"sx 36Nest"
"56",25,"Nest",2024-10-10,"Fall",36.74403,-121.80338,20,5,3.75,0.75,2,1.25,0,1.25,0,345,2,1.75,0,1.25,"sx 25","Present","Vegetation",0.958333333333333,2,1,"sx 25Nest"
"57",31,"Nest",2024-10-10,"Fall",36.74322,-121.80336,10,10,8,4.8,4,4,0,2,0,360,4,4,0,2,"sx 31","Present","Vegetation",1,2,1,"sx 31Nest"
"58",37,"Nest",2024-10-10,"Fall",36.74214,-121.80363,40,40,34,3.4,0,0,0,4,2,360,0,34,0,6,"sx 37","Present","Non-veg Wood or Shell",1,2,1,"sx 37Nest"
"59",27,"Nest",2024-10-10,"Fall",36.74112,-121.80338,10,5,3,2.4,0.5,2,0,2,0,360,1,2,0,2,"sx 27","Present","Vegetation",1,2,1,"sx 27Nest"
"60",29,"Nest",2024-10-09,"Fall",36.73836,-121.80413,10,10,5,2,3,2,0,5,0,300,3,2,0,5,"sx 29","Present","Vegetation",0.833333333333333,2,1,"sx 29Nest"
"61",41,"Nest",2024-10-07,"Fall",36.7359,-121.80469,5,1,0.85,0.85,0,0.85,0,0.15,0,300,0,0.85,0,0.15,"sx 41","Present","Vegetation",0.833333333333333,2,1,"sx 41Nest"
"62",51,"Nest",2024-10-07,"Fall",36.735847,-121.804217,5,1,0.1,0.1,0,0.1,0,0.9,0,360,0,0.1,0,0.9,"sx 51","Absent","None",1,2,1,"sx 51Nest"
"63",43,"Nest",2024-10-07,"Fall",36.73657,-121.80362,5,10,2.5,1.25,0,0,0,7.5,0,300,0,2.5,0,7.5,"sx 43","Present","Vegetation",0.833333333333333,2,1,"sx 43Nest"
"64",53,"Nest",2024-10-07,"Fall",36.736355,-121.804043,5,5,3,0.3,3,0,0,2,0,360,3,0,0,2,"sx 53","Present","Vegetation",1,2,1,"sx 53Nest"
"65",44,"Nest",2024-10-07,"Fall",36.73729,-121.80318,5,1,0.4,0.4,0,0.4,0,0.6,0,360,0,0.4,0,0.6,"sx 44","Present","Non-veg Wood or Shell",1,2,1,"sx 44Nest"
"66",34,"Nest",2024-10-09,"Fall",36.73767,-121.80446,30,5,3,0.3,3,0,0,2,0,300,3,0,0,2,"sx 34","Present","Vegetation",0.833333333333333,2,1,"sx 34Nest"
"67",30,"Nest",2024-10-09,"Fall",36.739069,-121.803121,20,15,12,0,3,0,0,2.25,0,360,3,9,0,3,"sx 30","Present","Non-veg Wood or Shell",1,2,1,"sx 30Nest"
"68",46,"Nest",2024-10-09,"Fall",36.73925,-121.80334,15,5,3.5,1.05,2,0,0,1.5,0,315,2,1.5,0,1.5,"sx 46","Present","Vegetation",0.875,2,1,"sx 46Nest"
"69",48,"Nest",2024-10-09,"Fall",36.73925,-121.80423,10,15,13.5,7.425,6,0,7.5,1.5,0,260,6,0,7.5,1.5,"sx 48","Present","Non-veg Wood or Shell",0.722222222222222,2,1,"sx 48Nest"
"70",28,"Nest",2024-10-09,"Fall",36.73979,-121.80403,10,15,15,4.5,0,0,15,0,0,360,0,0,15,0,"sx 28","Present","Vegetation",1,2,1,"sx 28Nest"
"71",49,"Nest",2024-10-10,"Fall",36.74095,-121.80361,10,5,0.75,0.75,0,0.75,0,4.25,0,360,0,0.75,0,4.25,"sx 49","Present","Non-veg Wood or Shell",1,2,1,"sx 49Nest"
"72",50,"Nest",2024-10-10,"Fall",36.74178,-121.80435,5,1,0.5,0.5,0,0.5,0,0,0.5,330,0,0.5,0,0.5,"sx 50","Absent","None",0.916666666666667,2,1,"sx 50Nest"
"73",52,"Nest",2024-10-09,"Fall",36.7384,-121.80374,15,25,20,6,11.25,0,7.5,0,0,260,11.25,8.75,7.5,0,"sx 52","Present","Vegetation",0.722222222222222,2,1,"sx 52Nest"
"74",45,"Nest",2024-10-09,"Fall",36.73809,-121.8045,5,1,1,1,0,1,0,0,0,315,0,1,0,0,"sx 45","Present","Vegetation",0.875,2,1,"sx 45Nest"
"75",62,"Nest",2024-10-09,"Fall",36.73811,-121.80464,5,5,2.5,2.5,0,2.5,0,2.5,0,315,0,2.5,0,2.5,"sx 62","Present","Vegetation",0.875,2,1,"sx 62Nest"
"76",64,"Nest",2024-10-09,"Fall",36.73952,-121.80414,15,10,6,1.5,4,2,0,4,0,360,4,2,0,4,"sx 64","Present","Vegetation",1,2,1,"sx 64Nest"
"77",58,"Nest",2024-10-10,"Fall",36.74081,-121.80441,5,1,0.4,0.4,0,0.4,0,0,0.6,240,0,0.4,0,0.6,"sx 58","Present","Non-veg Wood or Shell",0.666666666666667,2,1,"sx 58Nest"
"78",59,"Nest",2024-10-10,"Fall",36.74217,-121.80388,10,5,0,0,0,0,0,3,2,345,0,0,0,5,"sx 59","Present","Non-veg Wood or Shell",0.958333333333333,2,1,"sx 59Nest"
"79",57,"Nest",2024-10-10,"Fall",36.74243,-121.80287,10,10,7,0.7,7,0,0,3,0,360,7,0,0,3,"sx 57","Present","Non-veg Wood or Shell",1,2,1,"sx 57Nest"
"80",65,"Nest",2024-10-10,"Fall",36.74492,-121.80485,15,15,0,0,0,0,0,11.25,3.75,360,0,0,0,15,"sx 65","Present","Non-veg Wood or Shell",1,2,1,"sx 65Nest"
"81",63,"Nest",2024-10-10,"Fall",36.744688,-121.80453,70,15,14.25,2.85,14.25,0,0,0,0.75,300,14.25,0,0,0.75,"sx 63","Present","Vegetation",0.833333333333333,2,1,"sx 63Nest"
"82",56,"Nest",2024-10-10,"Fall",36.745018,-121.803261,20,15,13.5,3.375,1.5,0,12,1.5,0,360,1.5,0,12,1.5,"sx 56","Present","Vegetation",1,2,1,"sx 56Nest"
"83",61,"Nest",2024-10-07,"Fall",36.73615,-121.8045,15,10,9,2.7,6,0,0,1,0,315,6,4,0,1,"sx 61","Present","Non-veg Wood or Shell",0.875,2,1,"sx 61Nest"
"84",54,"Nest",2024-10-07,"Fall",36.736475,-121.804451,10,5,4,1.2,2.5,1.5,0,0.75,0,270,2.5,1.5,0,1,"sx 54","Present","Non-veg Wood or Shell",0.75,2,1,"sx 54Nest"
"85",60,"Nest",2024-10-07,"Fall",36.7354,-121.80496,10,5,2.75,0.825,2,0.75,0,2.25,0,360,2,0.75,0,2.25,"sx 60","Present","Vegetation",1,2,1,"sx 60Nest"
"86",266,"Random Point",2024-04-25,"Nesting",36.73582,-121.80471,5,1,0.6,0.6,0,0.6,0,0,0.35,360,0,0.6,0,0.4,"sx 6","Absent","None",1,1,0,"sx 6Random Point"
"87",203,"Random Point",2024-04-25,"Nesting",36.73618,-121.80418,0,0,0,0,0,0,0,0,0,360,0,0,0,0,"sx 3","Absent","None",1,1,0,"sx 3Random Point"
"88",224,"Random Point",2024-04-25,"Nesting",36.73852,-121.80432,1,35,30,0,10.5,0,0,0,0,200,10.5,28,0,3.5,"sx 12","Absent","None",0.555555555555556,1,0,"sx 12Random Point"
"89",201,"Random Point",2024-04-25,"Nesting",36.73983,-121.80367,5,10,9,0,0.5,0,0,0,0,285,2,7.5,0,0.5,"sx 20","Absent","None",0.791666666666667,1,0,"sx 20Random Point"
"90",144,"Random Point",2024-04-25,"Nesting",36.73951,-121.80356,5,5,3,0.6,0,1.25,1,1.75,0,330,0,2,1,2,"sx 9","Absent","None",0.916666666666667,1,0,"sx 9Random Point"
"91",109,"Random Point",2024-04-25,"Nesting",36.7391,-121.80356,1,1,0.5,0.5,0,0.5,0,0.5,0,360,0,0.5,0,0.5,"sx 8","Absent","None",1,1,0,"sx 8Random Point"
"92",21,"Random Point",2024-04-25,"Nesting",36.743,-121.80363,0,0,0,0,0,0,0,0,0,360,0,0,0,0,"sx 1","Absent","None",1,1,0,"sx 1Random Point"
"93",159,"Random Point",2024-04-25,"Nesting",36.74402,-121.8043,1,5,1.75,1.05,0.25,0,1.5,3,0,360,0.25,0,1.5,3.25,"sx 19","Absent","None",1,1,0,"sx 19Random Point"
"94",47,"Random Point",2024-04-25,"Nesting",36.74759,-121.80416,0,5,0,0,0,0,0,0,5,345,0,0,0,5,"sx 10","Absent","None",0.958333333333333,1,0,"sx 10Random Point"
"95",134,"Random Point",2024-04-25,"Nesting",36.74784,-121.80412,0,5,4,0.4,0,0,3.75,1,0,360,0,0.25,3.75,1,"sx 21","Absent","None",1,1,0,"sx 21Random Point"
"96",211,"Random Point",2024-04-25,"Nesting",36.74848,-121.80396,1,5,1.5,0.225,1.5,0,0,3.5,0,360,1.5,0,0,3.5,"sx 14","Absent","None",1,1,0,"sx 14Random Point"
"97",279,"Random Point",2024-06-07,"Nesting",36.74788,-121.80338,20,20,19,0,19,0,0,1,0,300,19,0,0,1,"sx 38","Present","Vegetation",0.833333333333333,1,0,"sx 38Random Point"
"98",86,"Random Point",2024-06-07,"Nesting",36.74763,-121.80352,20,40,40,0,12,0,0,0,0,330,18,28,0,0,"sx 40","Absent","None",0.916666666666667,1,0,"sx 40Random Point"
"99",178,"Random Point",2024-07-24,"Nesting",36.74434,-121.80405,0,1,1,1,0,1,0,0,0,315,0,1,0,0,"sx 36","Absent","None",0.875,1,0,"sx 36Random Point"
"100",20,"Random Point",2024-06-07,"Nesting",36.74408,-121.80372,0,1,1,0,1,0,0,0,0,270,1,0,0,0,"sx 25","Absent","None",0.75,1,0,"sx 25Random Point"
"101",153,"Random Point",2024-06-07,"Nesting",36.74281,-121.80358,0,1,0,0,0,0,0,0,0,360,0,0,0,1,"sx 31","Absent","None",1,1,0,"sx 31Random Point"
"102",177,"Random Point",2024-07-24,"Nesting",36.74223,-121.80355,1,1,0,0,0,0,0,0,1,330,0,0,0,1,"sx 37","Absent","None",0.916666666666667,1,0,"sx 37Random Point"
"103",215,"Random Point",2024-06-07,"Nesting",36.74079,-121.80311,1,10,10,0.1,6.9,0.1,3,0,0,330,6.9,0.1,3,0,"sx 27","Absent","None",0.916666666666667,1,0,"sx 27Random Point"
"104",78,"Random Point",2024-06-07,"Nesting",36.73845,-121.80414,0,5,2.5,0.25,2.5,0,0,2.45,0,360,2.5,0,0,2.5,"sx 29","Absent","None",1,1,0,"sx 29Random Point"
"105",125,"Random Point",2024-07-24,"Nesting",36.73595,-121.80435,0,0,0,0,0,0,0,0,0,360,0,0,0,0,"sx 41","Absent","None",1,1,0,"sx 41Random Point"
"106",222,"Random Point",2024-06-14,"Nesting",36.73581,-121.80394,5,5,2.5,1.25,1.5,1,0,1.5,0,360,1.5,1,0,2.5,"sx 51","Absent","None",1,1,0,"sx 51Random Point"
"107",84,"Random Point",2024-06-14,"Nesting",36.73666,-121.80371,80,80,80,0,0,0,56,0,0,320,0,48,56,0,"sx 43","Present","Vegetation",0.888888888888889,1,0,"sx 43Random Point"
"108",254,"Random Point",2024-06-14,"Nesting",36.73628,-121.80379,0,1,0,0,0,0,0,1,0,360,0,0,0,1,"sx 53","Absent","None",1,1,0,"sx 53Random Point"
"109",226,"Random Point",2024-06-14,"Nesting",36.73718,-121.80328,1,1,0,0,0,0,0,0,0,360,0,0,0,1,"sx 44","Present","Non-veg Wood or Shell",1,1,0,"sx 44Random Point"
"110",183,"Random Point",2024-06-14,"Nesting",36.73755,-121.80453,1,1,1,0,1,0,0,0,0,240,1,0,0,0,"sx 34","Absent","None",0.666666666666667,1,0,"sx 34Random Point"
"111",95,"Random Point",2024-06-14,"Nesting",36.73891,-121.80292,1,1,0,0,0,0,0,0,1,345,0,0,0,1,"sx 30","Absent","None",0.958333333333333,1,0,"sx 30Random Point"
"112",69,"Random Point",2024-06-14,"Nesting",36.73918,-121.80337,15,10,6,2.4,6,0,0,4,0,345,6,0,0,4,"sx 46","Present","Vegetation",0.958333333333333,1,0,"sx 46Random Point"
"113",237,"Random Point",2024-06-14,"Nesting",36.73937,-121.80405,15,15,12,2.4,9,3,0,0,0,345,9,3,0,3,"sx 48","Present","Vegetation",0.958333333333333,1,0,"sx 48Random Point"
"114",175,"Random Point",2024-07-24,"Nesting",36.73983,-121.80367,0,1,1,0,1,0,0,0,0,350,1,0,0,0,"sx 28","Present","Vegetation",0.972222222222222,1,0,"sx 28Random Point"
"115",283,"Random Point",2024-06-14,"Nesting",36.74054,-121.80325,10,40,40,0,12,0,24,0,0,360,12,0,24,0,"sx 49","Present","Vegetation",1,1,0,"sx 49Random Point"
"116",258,"Random Point",2024-06-14,"Nesting",36.74191,-121.80424,0,1,0.5,0,0.25,0,0,0.3,0,330,0.25,0.25,0,0.5,"sx 50","Absent","None",0.916666666666667,1,0,"sx 50Random Point"
"117",246,"Random Point",2024-06-14,"Nesting",36.73856,-121.80379,5,30,30,3,6,0,24,0,0,240,6,9,24,0,"sx 52","Absent","None",0.666666666666667,1,0,"sx 52Random Point"
"118",199,"Random Point",2024-06-14,"Nesting",36.73801,-121.80457,0,1,0.8,0,0,0,0.8,0,0,330,0,0,0.8,0.2,"sx 45","Absent","None",0.916666666666667,1,0,"sx 45Random Point"
"119",32,"Random Point",2024-07-10,"Nesting",36.73778,-121.80412,0,1,0,0,0,0,0,1,0,360,0,0,0,1,"sx 62","Absent","None",1,1,0,"sx 62Random Point"
"120",3,"Random Point",2024-07-10,"Nesting",36.7401,-121.80415,5,5,5,0.25,0,0,0,0,0,180,0,5,0,0,"sx 64","Absent","None",0.5,1,0,"sx 64Random Point"
"121",58,"Random Point",2024-07-10,"Nesting",36.74044,-121.80415,80,80,80,16,0,0,64,0,0,360,0,32,64,0,"sx 58","Present","Vegetation",1,1,0,"sx 58Random Point"
"122",218,"Random Point",2024-07-10,"Nesting",36.74207,-121.80381,1,1,0.9,0.18,0,0.1,0,0.1,0,350,0,0.9,0,0.1,"sx 59","Absent","None",0.972222222222222,1,0,"sx 59Random Point"
"123",156,"Random Point",2024-07-10,"Nesting",36.74235,-121.80387,5,5,4,0.8,1.5,0,0,1.5,0,315,3.5,0,0,1.5,"sx 57","Absent","None",0.875,1,0,"sx 57Random Point"
"124",253,"Random Point",2024-07-10,"Nesting",36.74517,-121.80431,5,20,20,0,8,0,12,0,0,260,8,2,12,0,"sx 65","Absent","None",0.722222222222222,1,0,"sx 65Random Point"
"125",219,"Random Point",2024-07-10,"Nesting",36.74471,-121.80443,0,0,0,0,0,0,0,0,0,290,0,0,0,0,"sx 63","Absent","None",0.805555555555556,1,0,"sx 63Random Point"
"126",267,"Random Point",2024-07-10,"Nesting",36.7448,-121.80308,40,40,40,0,12,0,0,0,0,240,12,28,0,0,"sx 56","Present","Vegetation",0.666666666666667,1,0,"sx 56Random Point"
"127",142,"Random Point",2024-07-24,"Nesting",36.73622,-121.80516,0,10,8,0,0,0,0,2,0,240,0,8,0,2,"sx 61","Absent","None",0.666666666666667,1,0,"sx 61Random Point"
"128",244,"Random Point",2024-07-24,"Nesting",36.7365,-121.80449,5,20,20,0,0,0,0,0,0,330,4,19,0,0,"sx 54","Absent","None",0.916666666666667,1,0,"sx 54Random Point"
"129",149,"Random Point",2024-07-30,"Nesting",36.7355,-121.80488,1,1,0.2,0.06,0.2,0,0,0.4,0,360,0.2,0,0,0.8,"sx 60","Absent","None",1,1,0,"sx 60Random Point"
"130",266,"Random Point",2024-10-07,"Fall",36.73582,-121.80471,0,0,0,0,0,0,0,0,0,360,0,0,0,0,"sx 6","Absent","None",1,2,0,"sx 6Random Point"
"131",203,"Random Point",2024-10-07,"Fall",36.73618,-121.80418,0,0,0,0,0,0,0,0,0,360,0,0,0,0,"sx 3","Absent","None",1,2,0,"sx 3Random Point"
"132",224,"Random Point",2024-10-09,"Fall",36.73852,-121.80432,1,35,35,12.25,10.5,0,3.5,0,0,225,10.5,21,3.5,0,"sx 12","Absent","None",0.625,2,0,"sx 12Random Point"
